Date,Open,High,Low,Close,Volume
2018-04-17,155.92475103817725,158.032356530537,155.6114567637717,157.69058227539062,35536100
2018-04-18,157.6905382404215,158.54496639656057,156.94052699366918,158.01332092285156,29573900
2018-04-19,157.21592068060812,157.58617497317212,156.01970336135594,156.56085205078125,34705700
2018-04-20,156.16208746246215,156.27600738075213,153.54181345174302,154.0829620361328,49197100
2018-04-23,154.83298366808154,155.44058080628807,152.86779233288942,153.69374084472656,33040600
2018-04-24,154.4247500326172,154.66209287436675,149.421558872385,150.43739318847656,70256800
2018-04-25,150.70322176983458,151.24435593684325,148.5481446282637,150.61776733398438,52089300
2018-04-26,152.56396865295923,154.3013199117636,152.0702915090282,153.78866577148438,43005500
2018-04-27,156.0481715789864,156.08615454709528,153.010186011879,153.88360595703125,51043400
2018-04-30,154.2443459146138,155.2032056481879,152.41205189577263,152.79180908203125,35615300
2018-05-01,152.39306166140804,154.55762673313308,152.03229598736914,154.53863525390625,36513500
2018-05-02,154.80442321927487,155.28861167006525,153.44682972794322,153.62721252441406,38646800
2018-05-03,152.84876126078336,154.17787512941874,151.15888170512352,153.60826110839844,60337100
2018-05-04,152.94372301776755,156.88360813869977,152.82978861052226,156.52284240722656,41543200
2018-05-07,157.2538729710497,158.33615575218604,157.1304500574857,157.82350158691406,32500200
2018-05-08,157.49127596562238,158.00393032669797,156.51342424103782,157.66217041015625,26040200
2018-05-09,157.94688755325822,159.49436730016512,157.3867620019411,159.3804473876953,29122700
2018-05-10,159.89310601702218,161.1462830347706,159.76968311750747,161.0323486328125,27067600
2018-05-11,160.8424796831784,161.260205362008,160.17792268788403,160.88046264648438,24688800
2018-05-14,161.25073516911476,162.1716265693658,160.8899694080348,161.15579223632812,21821700
2018-05-15,159.88359442243134,159.96903434686527,158.5259861826594,159.3709259033203,49361600
2018-05-16,159.5798645651996,160.79505902229994,159.50391310084828,160.4248046875,22941200
2018-05-17,159.8645923921521,161.02282624554343,159.02914122281996,159.80763244628906,27480200
2018-05-18,159.19059888136476,159.74123606451644,158.74440762414307,158.98175048828125,26217900
2018-05-21,160.21591980738657,160.91845989158284,159.1905969086644,159.8741455078125,22954600
2018-05-22,160.60513545466347,160.87095825044787,159.38045289453206,159.66525268554688,19477700
2018-05-23,158.45009783210358,161.03238947551225,158.43112083217727,161.01341247558594,26557800
2018-05-24,160.9658966064453,161.25071087563836,159.34246541242376,160.9658966064453,27696500
2018-05-25,160.94693644746897,161.706436484372,160.64314512446273,161.1273193359375,27460500
2018-05-29,160.39627646239435,161.31716777210193,159.45640815700145,160.41526794433594,41220500
2018-05-30,160.99435088255626,161.84877906747346,160.65257671133875,161.56396484375,22665800
2018-05-31,161.56402693838626,162.53238987672006,161.0418842281778,161.45960998535156,35670900
2018-06-01,162.26653734244198,164.08932846060375,162.21906588121905,163.99440002441406,45543300
2018-06-04,164.41211239956485,165.51338656831763,164.30769546488318,165.4754180908203,20459600
2018-06-05,165.86465921380315,166.26339340466507,165.25706218683416,165.98806762695312,24779300
2018-06-06,166.15896774785202,166.98491613711448,165.32351637445606,166.95643615722656,25036600
2018-06-07,166.98485812169042,167.0228265862642,164.76333354471703,165.59877014160156,39600300
2018-06-08,164.82029671401853,166.0260019169399,164.41205965903268,165.6082763671875,31780300
2018-06-11,165.4849215531348,166.4627729074983,165.45644157087239,166.05455017089844,22319700
2018-06-12,166.2823832173989,167.08935464513098,166.1020148325446,166.92796325683594,22511800
2018-06-13,167.18424925123892,168.17158877845188,166.54815789393268,166.91842651367188,37858600
2018-06-14,167.68746131945846,168.88366397068955,167.56403841193816,168.6083526611328,35916000
2018-06-15,167.97221238829124,168.3519694988337,167.1937356626212,168.01968383789062,49615700
2018-06-18,166.96178677326424,168.06540367674748,166.43851200331838,167.92269897460938,31633200
2018-06-19,165.80102189628815,167.48499492674256,165.2682384843528,167.4469451904297,38236000
2018-06-20,168.21761070505016,169.3307507945637,168.06538269692987,168.63623046875,33038000
2018-06-21,169.06436483378408,169.23562497810494,166.8475933853099,167.17108154296875,43469400
2018-06-22,167.7324354269182,167.79902612114319,166.20067525256465,166.80006408691406,30073200
2018-06-25,165.28724286382106,165.53461694046138,161.557744761534,163.04193115234375,77799700
2018-06-26,163.64135684122596,164.64984195016007,163.04196815610948,163.7079620361328,39008100
2018-06-27,164.4024426196361,165.14453580419658,161.36746470257722,161.48162841796875,52843500
